item_sk,item_id,a1,a2,a3,cate,brand
6739,142431,3,-1,-1,8,214
6740,142458,3,2,2,8,214
6741,14246,3,1,2,8,489
6742,142469,3,2,2,8,489
6743,14247,3,2,2,8,489
6744,142475,3,1,2,8,214
6745,142476,2,1,1,8,812
6746,142477,1,1,1,8,693
6747,142485,3,1,1,8,489
6748,142487,3,1,2,8,489
6749,142492,3,2,2,8,489
6750,142493,1,1,1,8,403
6751,142497,3,-1,2,8,489
6752,142499,3,1,2,8,214
6753,142500,3,1,2,8,489
6754,142504,1,-1,-1,8,800
6755,142513,3,1,2,8,571
6756,142540,3,2,2,8,214
6757,142543,3,2,2,8,489
6758,142548,1,1,1,8,800
6759,142551,3,1,2,8,489
6760,142552,3,1,1,8,489
6761,14257,3,1,-1,8,306
6762,142574,1,2,2,8,885
6763,142578,1,1,2,8,30
6764,142582,1,1,1,8,800
6765,142584,3,-1,2,8,489
6766,142585,3,1,1,8,489
6767,142589,1,-1,2,8,545
6768,142590,-1,2,-1,8,244
6769,142595,1,-1,1,8,800
6770,142597,3,1,2,8,489
6771,1426,3,2,2,8,214
6772,142611,-1,-1,-1,8,321
6773,142618,3,-1,2,8,489
6774,142622,3,1,2,8,489
6775,142632,3,1,2,8,214
6776,142636,1,1,2,8,800
6777,142648,3,-1,-1,8,214
6778,142654,3,1,2,8,214
6779,142655,3,1,-1,8,489
6780,142657,2,1,-1,8,812
6781,142667,1,1,1,8,403
6782,142668,3,1,-1,8,489
6783,142672,3,1,2,8,489
6784,142673,3,1,1,8,489
6785,14268,3,1,2,8,214
6786,142682,3,1,1,8,214
6787,142687,3,1,2,8,489
6788,142690,3,2,2,8,489
6789,142694,-1,1,2,8,244
6790,142695,1,2,1,8,30
6791,1427,1,2,1,8,800
6792,14270,2,1,2,8,635
6793,142706,3,1,2,8,489
6794,142707,3,2,2,8,489
6795,14273,3,1,2,8,489
6796,142732,2,1,2,8,76
6797,142739,3,-1,2,8,489
6798,142741,2,1,-1,8,812
6799,142743,3,1,2,8,489
6800,142753,3,1,-1,8,214
6801,142759,2,2,1,8,124
6802,142762,3,2,2,8,214
6803,142763,2,1,2,8,812
6804,142769,3,1,2,8,489
6805,142772,1,2,1,8,658
6806,142777,3,-1,1,8,489
6807,142782,3,1,2,8,489
6808,142784,1,1,1,8,800
6809,142786,2,1,2,8,623
6810,142794,1,-1,1,8,800
6811,142797,2,1,2,8,812
6812,142798,3,2,2,8,214
6813,142799,2,2,2,8,804
6814,142809,1,1,2,8,800
6815,14281,3,-1,-1,8,306
6816,142815,2,-1,-1,8,812
6817,142821,1,2,1,8,403
6818,142824,3,2,1,8,214
6819,142828,2,-1,-1,8,124
6820,142829,1,1,1,8,658
6821,14283,3,1,1,8,489
6822,142832,1,1,-1,8,545
6823,142833,3,2,1,8,306
6824,142835,2,2,1,8,812
6825,142847,1,2,-1,8,885
6826,142857,-1,1,2,8,244
6827,142862,2,1,2,8,101
6828,142863,-1,1,1,8,766
6829,142872,3,1,2,8,214
6830,142878,3,1,-1,8,489
6831,142883,2,2,1,8,674
6832,142886,1,2,2,8,885
6833,142891,3,2,1,8,489
6834,142908,1,-1,2,8,427
6835,14291,1,1,2,8,800
6836,142919,1,1,-1,8,403
6837,142924,3,1,1,8,489
6838,142929,3,2,1,8,489
6839,14294,3,2,2,8,214
6840,142947,1,1,1,8,658
6841,142951,3,1,1,8,489
6842,14296,3,1,1,8,489
6843,142967,3,2,1,8,214
6844,142969,3,2,1,8,214
6845,142979,2,1,1,8,635
6846,142983,1,2,1,8,30
6847,142989,3,1,1,8,214
6848,142994,-1,-1,-1,8,801
6849,142999,3,1,1,8,214
6850,143018,3,1,2,8,214
6851,143026,3,1,2,8,214
6852,143027,-1,1,2,8,174
6853,143039,3,1,1,8,214
6854,143051,1,1,1,8,403
6855,143055,1,2,2,8,545
6856,143065,2,-1,-1,8,623
6857,143079,-1,-1,1,8,90
6858,143085,3,1,2,8,489
6859,14310,3,2,1,8,489
6860,143111,1,1,-1,8,545
6861,143116,3,2,2,8,489
6862,143117,1,2,2,8,658
6863,14313,3,2,2,8,214
6864,143142,3,1,-1,8,214
6865,143144,2,-1,-1,8,812
6866,143164,3,1,-1,8,214
6867,14317,2,2,1,8,124
6868,143170,3,-1,-1,8,214
6869,143185,3,1,2,8,214
6870,143199,3,1,-1,8,214
6871,14320,2,1,2,8,623
6872,143200,1,2,2,8,885
6873,143207,3,2,2,8,489
6874,143212,2,2,1,8,124
6875,143224,3,2,1,8,489
6876,14323,3,2,2,8,571
6877,143249,3,1,2,8,489
6878,143250,-1,-1,1,8,790
6879,143269,2,2,2,8,635
6880,14327,3,1,2,8,489
6881,143298,3,-1,1,8,489
6882,143302,3,1,2,8,214
6883,143313,3,-1,1,8,489
6884,143324,2,2,1,8,812
6885,14333,3,1,1,8,489
6886,143339,3,1,1,8,489
6887,14334,3,2,2,8,489
6888,143340,1,-1,1,8,427
6889,143348,3,2,2,8,214
6890,143359,3,-1,-1,8,489
6891,143372,2,2,1,8,124
6892,143384,3,1,1,8,214
6893,143386,2,-1,-1,8,812
6894,143388,3,1,2,8,214
6895,143389,3,2,1,8,489
6896,143394,2,1,2,8,124
6897,143397,2,1,2,8,124
6898,143399,-1,-1,1,8,321
6899,143406,2,2,2,8,635
6900,143417,-1,-1,1,8,70
6901,143424,2,1,2,8,623
6902,143429,3,1,1,8,214
6903,143437,3,2,-1,8,489
6904,143454,1,1,1,8,30
6905,143456,1,1,1,8,545
6906,143461,3,1,2,8,214
6907,143465,1,1,1,8,545
6908,143470,3,2,2,8,214
6909,143481,2,1,2,8,124
6910,143485,3,1,2,8,489
6911,143491,1,2,1,8,693
6912,1435,3,2,1,8,489
6913,143505,3,1,1,8,214
6914,143508,2,2,1,8,812
6915,143525,-1,1,1,8,801
6916,143541,3,1,2,8,489
6917,14355,3,1,2,8,214
6918,14356,3,2,2,8,489
6919,143563,3,1,1,8,489
6920,143568,3,1,2,8,489
6921,143592,3,2,2,8,489
6922,143601,3,1,2,8,489
6923,143617,-1,-1,-1,8,875
6924,143627,2,2,2,8,124
6925,143628,3,1,2,8,489
6926,143641,3,1,2,8,489
6927,143642,3,1,1,8,214
6928,143648,3,2,2,8,214
6929,143652,-1,-1,1,8,766
6930,143659,3,1,-1,8,489
6931,143663,3,1,2,8,214
6932,143668,3,1,-1,8,214
6933,143671,3,-1,1,8,214
6934,143672,1,1,2,8,800
6935,143693,3,-1,2,8,489
6936,14370,1,1,2,8,545
6937,143717,3,1,-1,8,214
6938,143725,3,2,2,8,489
6939,143726,1,1,1,8,403
6940,143727,3,2,1,8,214
6941,143728,3,1,1,8,489
6942,143734,3,1,1,8,214
6943,143741,3,1,1,8,214
6944,143752,1,-1,1,8,800
6945,143756,3,-1,-1,8,214
6946,143759,3,1,-1,8,489
6947,143763,1,1,1,8,885
6948,143764,2,1,2,8,124
6949,143768,2,2,2,8,623
6950,143776,3,2,-1,8,214
6951,143777,2,1,2,8,623
6952,143781,3,1,1,8,214
6953,143786,3,2,2,8,214
6954,143794,3,1,2,8,214
6955,143804,3,1,2,8,489
6956,143813,3,1,2,8,214
6957,143817,3,1,1,8,489
6958,143827,3,1,2,8,489
6959,143829,1,1,1,8,885
6960,143831,3,2,2,8,571
6961,143846,1,1,1,8,30
6962,143852,1,1,1,8,693
6963,143863,3,1,1,8,214
6964,143866,3,1,2,8,489
6965,143882,3,1,2,8,489
6966,143894,3,-1,2,8,306
6967,1439,3,2,2,8,214
6968,143904,3,2,-1,8,214
6969,14391,3,2,1,8,214
6970,143910,3,-1,2,8,489
6971,143926,3,1,2,8,489
6972,143946,3,-1,1,8,489
6973,143957,3,2,2,8,214
6974,143959,2,1,2,8,655
6975,143966,3,2,2,8,489
6976,143967,3,1,2,8,489
6977,143974,3,1,1,8,571
6978,14398,1,1,2,8,403
6979,143983,1,-1,1,8,800
6980,143984,2,1,2,8,124
6981,143992,3,1,2,8,489
6982,143996,1,-1,1,8,800
6983,143998,3,1,2,8,214
6984,144001,3,2,2,8,214
6985,144006,2,1,2,8,623
6986,14401,1,1,1,8,30
6987,144011,3,1,2,8,214
6988,144027,-1,-1,2,8,200
6989,14405,3,1,1,8,214
6990,144050,3,2,2,8,489
6991,144052,2,2,-1,8,124
6992,144068,3,1,1,8,489
6993,144077,3,-1,1,8,571
6994,144078,3,2,2,8,214
6995,144085,1,1,1,8,30
6996,144099,1,1,2,8,800
6997,144115,2,1,2,8,635
6998,144116,2,2,2,8,623
6999,144117,3,-1,2,8,489
7000,144118,3,2,1,8,214
7001,14412,1,-1,-1,8,658
7002,144129,1,1,1,8,545
7003,14414,1,1,-1,8,545
7004,144143,1,1,1,8,545
7005,144144,3,1,1,8,214
7006,14415,3,-1,2,8,489
7007,144151,3,1,2,8,214
7008,144155,3,-1,2,8,489
7009,144157,3,2,1,8,214
7010,14416,1,-1,1,8,800
7011,144160,3,1,1,8,489
7012,144162,3,-1,2,8,489
7013,144167,3,1,2,8,214
7014,144168,3,2,2,8,404
7015,144170,3,2,2,8,214
7016,144174,-1,2,-1,8,244
7017,144177,1,1,1,8,800
7018,144179,3,-1,-1,8,214
7019,144181,1,2,2,8,800
7020,144188,2,1,2,8,655
7021,144203,2,1,2,8,355
7022,144215,2,1,2,8,623
7023,144217,3,1,2,8,214
7024,144227,3,1,-1,8,489
7025,144240,2,1,2,8,655
7026,144244,2,1,1,8,812
7027,14425,2,2,2,8,812
7028,144253,3,-1,2,8,214
7029,144261,3,2,2,8,489
7030,144262,3,1,1,8,214
7031,144267,3,1,2,8,214
7032,144278,-1,-1,2,8,766
7033,144279,3,2,1,8,214
7034,144300,1,1,1,8,403
7035,144327,3,2,2,8,214
7036,14433,1,1,2,8,30
7037,144331,1,-1,1,8,800
7038,144342,3,2,2,8,489
7039,144346,3,2,2,8,489
7040,144357,2,-1,-1,8,623
7041,144364,-1,-1,1,8,48
7042,144374,3,1,1,8,306
7043,144387,3,2,1,8,214
7044,144388,1,1,2,8,800
7045,144394,2,2,2,8,804
7046,144398,3,1,2,8,489
7047,1444,3,1,2,8,306
7048,144401,3,2,2,8,489
7049,144414,3,1,-1,8,214
7050,144417,3,-1,-1,8,214
7051,144433,-1,1,2,8,875
7052,144440,2,-1,-1,8,124
7053,144445,3,1,2,8,489
7054,144452,-1,1,1,8,766
7055,144466,3,1,2,8,489
7056,144476,2,2,2,8,623
7057,144483,2,1,2,8,812
7058,144485,3,2,1,8,489
7059,144490,-1,-1,2,8,766
7060,144501,3,2,1,8,306
7061,144509,3,2,2,8,214
7062,144512,1,1,2,8,545
7063,144513,3,-1,2,8,489
7064,144520,2,2,2,8,623
7065,144529,1,1,1,8,545
7066,144530,3,2,2,8,489
7067,14454,3,2,2,8,214
7068,144540,3,1,2,8,571
7069,144542,-1,-1,1,8,484
7070,144549,1,1,1,8,545
7071,144555,3,1,-1,8,214
7072,144561,1,-1,1,8,800
7073,144566,1,-1,-1,8,800
7074,144569,3,1,2,8,489
7075,144572,-1,-1,1,8,48
7076,144574,1,1,1,8,658
7077,144576,3,1,2,8,571
7078,144578,2,1,2,8,124
7079,144589,3,1,2,8,214
7080,144596,1,1,1,8,596
7081,144602,1,2,1,8,375
7082,14461,2,1,2,8,812
7083,144615,-1,1,2,8,766
7084,144626,3,-1,2,8,489
7085,144628,3,1,1,8,489
7086,144635,3,1,2,8,306
7087,144642,1,2,2,8,545
7088,144643,-1,1,-1,8,159
7089,144657,3,1,1,8,489
7090,144668,3,-1,1,8,306
7091,144669,3,1,2,8,214
7092,14467,2,-1,-1,8,623
7093,144678,1,-1,-1,8,403
7094,144685,3,1,2,8,489
7095,144688,2,-1,-1,8,623
7096,144689,1,2,1,8,545
7097,144691,3,1,-1,8,214
7098,144699,1,1,1,8,545
7099,144703,3,1,1,8,489
7100,144709,3,-1,-1,8,489
7101,144714,3,1,2,8,489
7102,14472,3,1,2,8,489
7103,144724,3,-1,2,8,489
7104,144726,3,-1,-1,8,214
7105,144728,2,-1,2,8,124
7106,144729,3,2,2,8,214
7107,144732,2,1,2,8,623
7108,144740,3,1,2,8,214
7109,144746,3,2,2,8,214
7110,14476,3,1,2,8,214
7111,144760,2,1,1,8,124
7112,144762,1,1,1,8,427
7113,144776,2,-1,2,8,124
7114,144781,1,-1,1,8,800
7115,144792,3,1,2,8,489
7116,144814,3,1,1,8,489
7117,144817,3,1,2,8,214
7118,144821,3,1,2,8,214
7119,14484,-1,-1,1,8,605
7120,144842,3,1,2,8,214
7121,144851,3,2,-1,8,489
7122,144863,3,2,2,8,214
7123,144872,3,2,-1,8,214
7124,144874,3,2,1,8,489
7125,144876,2,1,1,8,812
7126,144882,1,1,2,8,800
7127,144883,3,-1,2,8,214
7128,144897,3,1,1,8,214
7129,144908,3,2,2,8,214
7130,14491,2,1,2,8,812
7131,144915,1,1,-1,8,30
7132,144917,1,2,1,8,693
7133,14494,3,1,2,8,214
7134,144961,1,1,2,8,30
7135,144964,3,1,-1,8,214
7136,144984,1,1,2,8,800
7137,144987,1,-1,2,8,403
7138,144995,3,2,2,8,489
7139,144996,3,1,-1,8,306
7140,145,-1,-1,-1,8,200
7141,145014,3,2,-1,8,214
7142,145017,1,1,1,8,403
7143,145019,3,2,2,8,489
7144,145026,3,1,2,8,489
7145,145027,3,1,2,8,489
7146,145037,3,1,2,8,489
7147,145047,3,1,2,8,214
7148,145052,3,1,1,8,214
7149,145054,3,1,2,8,214
7150,145057,1,1,1,8,677
7151,145060,3,1,-1,8,489
7152,145063,3,1,1,8,489
7153,145069,3,1,1,8,489
7154,145070,3,2,2,8,489
7155,145071,3,-1,1,8,214
7156,145072,1,-1,-1,8,800
7157,145078,1,1,2,8,800
7158,145092,3,2,1,8,214
7159,145099,-1,-1,-1,8,605
7160,14510,1,2,1,8,800
7161,14511,3,-1,1,8,489
7162,14512,-1,-1,-1,8,574
7163,145123,1,1,2,8,800
7164,145129,2,1,2,8,124
7165,145133,3,2,2,8,214
7166,145137,1,1,2,8,800
7167,14514,3,2,2,8,489
7168,145151,3,1,2,8,489
7169,145159,3,-1,-1,8,306
7170,145160,3,-1,-1,8,214
7171,145165,3,2,2,8,306
7172,145166,3,1,2,8,489
7173,145170,3,1,2,8,214
7174,145176,3,1,1,8,214
7175,145181,3,1,-1,8,489
7176,145182,1,1,2,8,800
7177,145188,3,1,-1,8,306
7178,145191,2,1,2,8,124
7179,145193,3,-1,1,8,489
7180,14520,3,1,-1,8,489
7181,145201,3,1,1,8,489
7182,145207,1,-1,-1,8,403
7183,145213,3,2,2,8,306
7184,145222,1,1,2,8,596
7185,145225,1,1,2,8,545
7186,145250,3,2,2,8,489
7187,145255,3,1,2,8,306
7188,145256,1,2,2,8,800
7189,145262,3,2,2,8,306
7190,145266,3,1,2,8,489
7191,145268,3,2,2,8,489
7192,145276,3,-1,2,8,489
7193,145282,3,1,1,8,214
7194,145285,2,1,1,8,124
7195,145294,1,-1,1,8,800
7196,145299,-1,1,1,8,318
7197,1453,3,1,2,8,214
7198,145308,1,-1,2,8,658
7199,145309,2,1,2,8,812
7200,145310,3,2,2,8,214
7201,145322,3,1,2,8,214
7202,145324,1,1,-1,8,658
7203,145334,1,1,1,8,800
7204,14534,3,2,1,8,489
7205,145344,3,1,-1,8,306
7206,145354,2,-1,-1,8,623
7207,145356,1,2,2,8,885
7208,145360,3,1,1,8,214
7209,145406,3,2,1,8,214
7210,145408,-1,-1,2,8,801
7211,145411,1,1,2,8,545
7212,145415,1,2,1,8,885
7213,145421,3,-1,1,8,489
7214,145422,1,-1,-1,8,545
7215,145430,3,2,2,8,489
7216,145433,3,2,2,8,214
7217,145434,3,1,2,8,214
7218,145437,3,2,2,8,214
7219,14544,1,1,2,8,658
7220,145441,3,1,-1,8,214
7221,145445,3,-1,-1,8,214
7222,145459,3,2,2,8,489
7223,145478,2,1,2,8,623
7224,145481,3,1,2,8,214
7225,145487,2,1,1,8,635
7226,145494,1,2,1,8,693
7227,145497,3,1,2,8,214
7228,14550,-1,2,1,8,673
7229,145500,3,2,-1,8,214
7230,14551,2,-1,-1,8,623
7231,145517,3,1,2,8,489
7232,145521,3,1,-1,8,214
7233,14553,3,2,2,8,214
7234,145543,3,1,1,8,489
7235,145556,3,1,2,8,489
7236,145563,2,1,2,8,623
7237,14557,1,2,2,8,885
7238,145570,1,1,2,8,800
7239,145574,3,1,-1,8,489
7240,145584,3,1,2,8,214
7241,145589,1,-1,2,8,658
7242,14560,1,1,2,8,885
7243,145600,3,1,-1,8,214
7244,145607,1,2,1,8,30
7245,145608,1,1,2,8,545
7246,145613,3,1,2,8,489
7247,145630,3,2,1,8,214
7248,145631,-1,-1,-1,8,916
7249,145637,3,2,1,8,306
7250,145640,3,1,2,8,214
7251,145644,3,1,-1,8,489
7252,145657,3,1,1,8,214
7253,145663,3,1,2,8,489
7254,145668,3,1,2,8,214
7255,145670,1,2,1,8,545
7256,145686,3,2,1,8,214
7257,145687,2,1,2,8,623
7258,145694,3,2,1,8,214
7259,145707,1,2,1,8,403
7260,145714,3,1,2,8,214
7261,145723,3,1,1,8,214
7262,145724,2,-1,-1,8,623
7263,145727,3,1,1,8,214
7264,145729,2,2,1,8,812
7265,14573,1,1,1,8,30
7266,145736,1,-1,2,8,800
7267,145741,3,2,2,8,214
7268,145748,1,1,1,8,658
7269,145758,3,1,1,8,489
7270,14576,2,1,2,8,623
7271,145768,1,1,-1,8,545
7272,14577,1,1,1,8,677
7273,145773,2,1,2,8,124
7274,14578,3,1,2,8,306
7275,145782,1,2,2,8,545
7276,145786,-1,1,1,8,766
7277,145801,1,1,1,8,30
7278,145807,-1,1,2,8,174
7279,14581,3,2,1,8,489
7280,145826,2,1,2,8,124
7281,145828,1,2,1,8,403
7282,145830,3,2,2,8,214
7283,145832,3,2,2,8,214
7284,145837,3,1,2,8,214
7285,145840,3,2,1,8,214
7286,145843,1,2,2,8,885
7287,145848,3,1,1,8,489
7288,145870,3,-1,1,8,489
7289,145873,3,1,1,8,489
7290,145874,3,1,2,8,489
7291,145875,3,2,2,8,214
7292,145887,3,1,1,8,214
7293,145890,3,1,1,8,489
7294,145895,1,1,2,8,693
7295,145901,2,1,2,8,623
7296,145905,1,-1,1,8,800
7297,145907,3,1,2,8,489
7298,145908,1,-1,-1,8,545
7299,145909,3,1,1,8,489
7300,145916,3,1,2,8,489
7301,145923,3,1,2,8,214
7302,145928,2,1,2,8,124
7303,145932,2,2,2,8,623
7304,145946,1,1,1,8,658
7305,145952,3,2,1,8,214
7306,145968,3,1,2,8,571
7307,145970,2,1,2,8,124
7308,145971,2,1,2,8,623
7309,145974,3,-1,2,8,214
7310,145975,3,2,1,8,489
7311,145984,3,1,2,8,489
7312,145985,2,2,2,8,124
7313,145990,1,-1,1,8,885
7314,145998,3,1,1,8,214
7315,146008,1,1,1,8,693
7316,146014,3,-1,-1,8,214
7317,146022,3,1,2,8,214
7318,146024,3,-1,-1,8,214
7319,146032,1,2,1,8,800
7320,146038,3,2,1,8,214
7321,14604,3,1,1,8,214
7322,146047,-1,-1,1,8,622
7323,146051,3,1,1,8,214
7324,146053,3,2,2,8,489
7325,146056,3,1,2,8,489
7326,14607,3,2,2,8,489
7327,146075,3,2,2,8,489
7328,146093,2,1,2,8,623
7329,146095,3,2,2,8,214
7330,146096,2,1,2,8,623
7331,14610,3,2,2,8,489
7332,146102,3,1,-1,8,214
7333,146109,3,2,2,8,214
7334,146116,3,1,2,8,214
7335,146119,3,1,2,8,489
7336,146138,3,-1,2,8,306
7337,146148,3,1,2,8,489
7338,146149,3,1,1,8,489
7339,146150,2,2,2,8,812
7340,146180,-1,2,2,8,562
7341,146182,3,2,2,8,489
7342,146184,3,1,2,8,489
7343,146194,3,1,1,8,214
7344,146201,3,1,-1,8,489
7345,146205,3,2,1,8,489
7346,146207,-1,2,1,8,484
7347,146209,1,2,1,8,800
7348,146215,3,2,1,8,489
7349,146221,2,1,2,8,124
7350,146234,3,-1,1,8,214
7351,146262,2,2,2,8,812
7352,146271,3,2,1,8,214
7353,146274,3,2,1,8,489
7354,146277,3,2,2,8,489
7355,146279,3,-1,2,8,214
7356,146284,3,2,2,8,489
7357,146285,3,1,1,8,214
7358,146299,-1,2,1,8,790
7359,146306,3,1,1,8,489
7360,146321,3,2,2,8,489
7361,146323,-1,-1,1,8,51
7362,146326,1,2,2,8,885
7363,146363,3,-1,2,8,489
7364,146365,-1,1,1,8,318
7365,146375,3,1,2,8,306
7366,146384,2,1,2,8,623
7367,146394,2,2,2,8,623
7368,1464,1,2,1,8,30
7369,146402,1,-1,-1,8,545
7370,146414,1,1,2,8,800
7371,146427,3,1,1,8,214
7372,146433,2,2,2,8,623
7373,146438,3,1,2,8,571
7374,146455,-1,1,-1,8,790
7375,146460,1,2,2,8,545
7376,146467,1,-1,-1,8,30
7377,146474,3,1,2,8,214
7378,146475,3,2,1,8,489
7379,14648,3,1,1,8,214
7380,146486,-1,1,2,8,321
7381,146488,2,2,-1,8,812
7382,146489,1,2,-1,8,30
7383,146495,3,2,2,8,489
7384,146498,3,1,2,8,489
7385,146506,3,1,1,8,489
7386,146510,3,-1,1,8,489
7387,146520,3,1,-1,8,214
7388,146523,3,2,2,8,489
7389,146529,3,2,2,8,214
7390,146546,3,1,1,8,489
7391,146547,3,2,1,8,489
7392,146548,1,1,-1,8,545
7393,14655,3,1,2,8,489
7394,146554,3,1,2,8,489
7395,146555,3,2,2,8,571
7396,146559,3,1,2,8,489
7397,146569,2,1,2,8,812
7398,146582,3,1,1,8,214
7399,146592,1,2,2,8,403
7400,146596,3,1,2,8,214
7401,146598,2,1,2,8,623
7402,146606,2,1,1,8,812
7403,146609,3,1,2,8,214
7404,146613,-1,1,-1,8,225
7405,146622,2,1,2,8,623
7406,146623,3,2,1,8,214
7407,146624,3,-1,-1,8,214
7408,146632,3,2,2,8,214
7409,146633,3,-1,-1,8,489
7410,146634,1,1,2,8,545
7411,146638,3,2,-1,8,214
7412,146642,3,1,2,8,214
7413,146650,3,2,-1,8,214
7414,146655,3,1,1,8,489
7415,146664,1,1,1,8,693
7416,146666,1,1,2,8,885
7417,146674,3,2,2,8,489
7418,146687,3,2,2,8,489
7419,146688,2,1,2,8,812
7420,146689,3,1,1,8,489
7421,14669,3,-1,1,8,489
7422,146695,1,2,1,8,677
7423,146697,3,1,2,8,489
7424,146704,1,1,1,8,800
7425,146709,3,2,1,8,306
7426,146721,2,1,2,8,812
7427,146722,3,2,2,8,214
7428,146730,2,2,1,8,124
7429,146732,3,1,1,8,306
7430,146736,3,2,1,8,214
7431,146738,2,1,2,8,655
7432,146739,1,1,1,8,885
7433,146745,3,2,2,8,489
7434,146751,3,1,2,8,489
7435,146754,3,2,2,8,306
7436,146756,3,1,2,8,489
7437,146759,2,1,2,8,812
7438,146760,3,-1,-1,8,489
7439,146761,2,-1,-1,8,124
7440,146764,1,2,2,8,375
7441,146768,3,1,1,8,214
7442,146784,3,1,2,8,489
7443,14679,3,1,2,8,214
7444,146792,1,-1,1,8,800
7445,146796,3,1,1,8,214
7446,146802,3,1,2,8,489
7447,146805,3,2,2,8,214
7448,146819,1,1,1,8,545
7449,146821,3,1,1,8,489
7450,146824,3,1,2,8,214
7451,146826,3,1,2,8,214
7452,14683,3,2,1,8,489
7453,146852,3,1,1,8,489
7454,14686,2,2,2,8,124
7455,146868,3,2,1,8,489
7456,146871,2,1,2,8,635
7457,146882,2,2,1,8,124
7458,146885,-1,1,1,8,556
7459,146890,2,1,2,8,804
7460,146915,2,-1,-1,8,623
7461,146923,3,2,-1,8,489
7462,146924,1,2,2,8,885
7463,146939,3,-1,2,8,489
7464,146945,3,2,-1,8,214
7465,146957,3,2,2,8,214
7466,14696,3,2,1,8,489
7467,146976,-1,-1,1,8,605
7468,14698,3,2,2,8,214
7469,146980,2,2,2,8,124
7470,146982,3,1,2,8,489
7471,146988,1,-1,2,8,885
7472,146989,2,2,2,8,623
7473,146990,3,-1,-1,8,214
7474,146996,2,2,2,8,623
7475,146999,1,2,1,8,658
7476,147002,-1,1,1,8,766
7477,147003,3,1,1,8,489
7478,147006,3,-1,2,8,489
7479,147008,3,2,1,8,489
7480,147016,1,2,2,8,800
7481,147023,-1,2,2,8,562
7482,147026,3,1,1,8,306
7483,147032,3,1,1,8,214
7484,147034,3,1,2,8,214
7485,147035,3,1,-1,8,489
7486,147043,3,1,1,8,489
7487,147053,3,-1,1,8,489
7488,147054,3,1,1,8,489
7489,147055,2,-1,-1,8,623
7490,147070,1,2,1,8,545
7491,147073,3,2,1,8,214
7492,147074,1,-1,-1,8,800
7493,147082,3,2,1,8,214
7494,147083,3,2,1,8,214
7495,147089,3,2,1,8,214
7496,147095,3,2,-1,8,489
7497,147099,2,1,2,8,124
7498,147109,3,1,2,8,489
7499,14711,3,1,2,8,214
7500,147113,1,1,2,8,30
7501,147126,3,1,1,8,489
7502,147131,3,1,2,8,214
7503,147135,3,-1,2,8,489
7504,147138,2,2,2,8,812
7505,147147,3,1,1,8,489
7506,14715,2,2,2,8,812
7507,147154,3,1,1,8,489
7508,14717,2,1,2,8,623
7509,147175,3,2,2,8,214
7510,147195,3,1,2,8,571
7511,147197,1,1,1,8,403
7512,1472,3,-1,-1,8,214
7513,147206,3,2,2,8,489
7514,147213,2,2,1,8,812
7515,147215,1,1,1,8,885
7516,147218,2,2,2,8,812
7517,147219,1,2,2,8,800
7518,147223,1,1,2,8,375
7519,147224,1,1,2,8,800
7520,147228,3,-1,-1,8,214
7521,147242,3,-1,-1,8,214
7522,147248,1,2,2,8,800
7523,147253,3,1,-1,8,306
7524,147257,3,1,2,8,306
7525,147269,1,1,1,8,30
7526,147276,-1,-1,1,8,70
7527,147284,1,-1,2,8,30
7528,14729,1,1,1,8,693
7529,147292,2,1,2,8,124
7530,147298,3,-1,1,8,489
7531,14730,3,1,2,8,571
7532,147300,3,1,2,8,489
7533,147302,2,1,2,8,124
7534,147304,1,1,-1,8,545
7535,147321,3,-1,1,8,214
7536,147335,3,1,2,8,489
7537,147339,3,1,2,8,489
7538,147342,2,1,2,8,812
7539,147344,3,2,2,8,489
7540,14736,-1,-1,1,8,484
7541,147385,3,1,2,8,489
7542,147397,-1,2,2,8,88
7543,147398,2,1,2,8,635
7544,147399,3,-1,2,8,489
7545,147403,3,1,-1,8,214
7546,14742,3,1,-1,8,214
7547,147430,3,1,2,8,489
7548,147445,3,1,2,8,214
7549,147464,2,2,2,8,124
7550,14747,-1,-1,-1,8,200
7551,147471,1,2,1,8,693
7552,147495,1,-1,1,8,545
7553,147500,3,1,1,8,489
7554,147518,3,1,2,8,214
7555,147529,1,1,1,8,403
7556,147530,2,-1,-1,8,124
7557,147536,3,1,2,8,214
7558,147546,2,2,1,8,812
7559,147548,1,-1,1,8,800
7560,147564,3,2,1,8,571
7561,147565,2,1,1,8,124
7562,147567,1,1,2,8,545
7563,147568,3,1,2,8,214
7564,147569,3,1,2,8,489
7565,147570,1,1,1,8,885
7566,147572,1,1,-1,8,30
7567,147584,1,-1,-1,8,545
7568,14760,3,1,2,8,489
7569,147613,1,1,2,8,545
7570,147646,3,2,1,8,489
7571,147654,3,2,2,8,214
7572,147657,3,1,-1,8,489
7573,147658,-1,-1,-1,8,91
7574,14767,3,-1,-1,8,306
7575,147689,1,2,1,8,800
7576,147704,3,1,-1,8,489
7577,14771,2,1,2,8,812
7578,14772,3,1,2,8,214
7579,147723,1,2,2,8,403
7580,147727,3,2,2,8,489
7581,147731,1,2,1,8,693
7582,147734,3,1,2,8,214
7583,147750,1,1,1,8,30
7584,147757,1,1,1,8,545
7585,147759,3,-1,2,8,489
7586,147762,1,1,2,8,800
7587,147765,3,2,2,8,214
7588,147772,2,1,2,8,812
7589,147780,3,1,1,8,214
7590,147785,2,1,2,8,623
