user_sk,user_id,user_lv_cd,gender,age
33368,233368,5,1,62
33369,233369,3,1,29
33370,233370,4,0,28
33371,233371,4,1,22
33372,233372,5,0,74
33373,233373,5,0,28
33374,233374,2,1,38
33375,233375,5,1,66
33376,233376,4,1,29
33377,233377,4,1,22
33378,233378,4,1,54
33379,233379,3,1,56
33380,233380,5,1,55
33381,233381,5,1,29
33382,233382,5,0,71
33383,233383,3,1,29
33384,233384,3,1,69
33385,233385,4,0,51
33386,233386,4,1,38
33387,233387,4,1,41
33388,233388,5,0,19
33389,233389,4,0,21
33390,233390,3,1,44
33391,233391,5,0,27
33392,233392,5,1,69
33393,233393,5,0,65
33394,233394,5,0,18
33395,233395,5,0,61
33396,233396,5,0,74
33397,233397,3,1,23
33398,233398,3,0,49
33399,233399,5,0,39
33400,233400,3,1,55
33401,233401,4,1,73
33402,233402,2,1,50
33403,233403,2,0,34
33404,233404,5,1,36
33405,233405,4,1,67
33406,233406,2,1,23
33407,233407,4,0,44
33408,233408,4,1,38
33409,233409,5,1,72
33410,233410,3,0,22
33411,233411,4,1,36
33412,233412,5,0,67
33413,233413,4,1,68
33414,233414,4,1,51
33415,233415,5,1,55
33416,233416,5,1,44
33417,233417,5,0,48
33418,233418,3,0,31
33419,233419,4,0,24
33420,233420,4,1,67
33421,233421,5,0,20
33422,233422,5,1,37
33423,233423,3,0,67
33424,233424,3,1,70
33425,233425,3,1,21
33426,233426,4,0,70
33427,233427,4,0,32
33428,233428,3,0,48
33429,233429,5,0,52
33430,233430,3,1,48
33431,233431,5,1,17
33432,233432,4,0,25
33433,233433,4,0,52
33434,233434,4,1,62
33435,233435,5,1,73
33436,233436,5,1,51
33437,233437,5,0,35
33438,233438,4,1,33
33439,233439,5,0,42
33440,233440,3,0,20
33441,233441,4,0,52
33442,233442,5,0,31
33443,233443,5,0,53
33444,233444,5,1,25
33445,233445,4,0,43
33446,233446,2,1,60
33447,233447,3,1,55
33448,233448,5,1,38
33449,233449,3,1,27
33450,233450,4,1,50
33451,233451,4,0,51
33452,233452,5,0,26
33453,233453,4,0,33
33454,233454,2,0,25
33455,233455,4,0,73
33456,233456,4,1,54
33457,233457,5,0,29
33458,233458,5,0,64
33459,233459,5,1,27
33460,233460,5,0,74
33461,233461,4,0,51
33462,233462,3,1,30
33463,233463,5,0,21
33464,233464,4,1,40
33465,233465,4,0,27
33466,233466,5,1,50
33467,233467,3,1,55
33468,233468,5,0,72
33469,233469,5,0,26
33470,233470,5,1,50
33471,233471,5,0,17
33472,233472,3,0,58
33473,233473,5,0,35
33474,233474,4,0,74
33475,233475,1,1,55
33476,233476,3,0,62
33477,233477,1,0,54
33478,233478,5,1,16
33479,233479,4,0,48
33480,233480,2,1,56
33481,233481,5,1,28
33482,233482,5,0,75
33483,233483,4,1,52
33484,233484,5,1,23
33485,233485,3,0,60
33486,233486,3,1,23
33487,233487,3,1,37
33488,233488,3,1,42
33489,233489,3,1,58
33490,233490,3,0,42
33491,233491,5,1,40
33492,233492,5,0,53
33493,233493,2,1,21
33494,233494,5,1,24
33495,233495,2,0,36
33496,233496,4,0,51
33497,233497,3,0,29
33498,233498,5,0,57
33499,233499,4,1,33
33500,233500,4,1,16
33501,233501,2,1,30
33502,233502,4,1,53
33503,233503,5,1,32
33504,233504,5,0,24
33505,233505,4,0,17
33506,233506,4,0,24
33507,233507,4,1,49
33508,233508,5,0,17
33509,233509,5,0,46
33510,233510,5,0,31
33511,233511,4,0,26
33512,233512,3,0,38
33513,233513,5,1,46
33514,233514,5,1,24
33515,233515,5,0,60
33516,233516,3,0,46
33517,233517,5,1,33
33518,233518,5,1,50
33519,233519,5,1,43
33520,233520,5,0,40
33521,233521,4,1,75
33522,233522,5,1,56
33523,233523,3,0,35
33524,233524,4,0,27
33525,233525,5,0,68
33526,233526,2,1,38
33527,233527,3,1,30
33528,233528,5,0,22
33529,233529,5,1,61
33530,233530,4,1,52
33531,233531,4,0,20
33532,233532,4,1,64
33533,233533,4,1,39
33534,233534,5,1,18
33535,233535,4,1,39
33536,233536,5,1,16
33537,233537,5,0,22
33538,233538,4,1,36
33539,233539,5,0,24
33540,233540,2,0,52
33541,233541,4,0,28
33542,233542,4,0,48
33543,233543,2,1,68
33544,233544,3,1,72
33545,233545,5,1,36
33546,233546,3,0,31
33547,233547,4,0,68
33548,233548,5,0,36
33549,233549,5,1,31
33550,233550,5,0,58
33551,233551,4,0,75
33552,233552,5,1,67
33553,233553,2,1,26
33554,233554,3,1,29
33555,233555,5,1,56
33556,233556,4,1,60
33557,233557,3,0,53
33558,233558,4,1,40
33559,233559,4,1,48
33560,233560,4,1,62
33561,233561,3,1,43
33562,233562,5,0,18
33563,233563,5,0,24
33564,233564,4,1,57
33565,233565,5,0,29
33566,233566,3,1,34
33567,233567,3,0,55
33568,233568,3,0,56
33569,233569,3,1,46
33570,233570,3,1,27
33571,233571,3,1,17
33572,233572,4,0,29
33573,233573,3,1,36
33574,233574,3,0,41
33575,233575,4,0,26
33576,233576,5,0,37
33577,233577,4,0,51
33578,233578,4,0,51
33579,233579,4,1,31
33580,233580,4,1,33
33581,233581,5,1,49
33582,233582,4,0,27
33583,233583,3,0,43
33584,233584,3,1,65
33585,233585,4,0,52
33586,233586,5,0,35
33587,233587,5,0,74
33588,233588,5,0,57
33589,233589,5,0,21
33590,233590,5,1,75
33591,233591,4,1,73
33592,233592,5,0,54
33593,233593,3,0,48
33594,233594,5,1,47
33595,233595,3,1,17
33596,233596,5,1,62
33597,233597,3,1,49
33598,233598,5,1,21
33599,233599,5,0,52
33600,233600,5,0,51
33601,233601,5,0,37
33602,233602,5,1,48
33603,233603,5,1,51
33604,233604,5,1,42
33605,233605,4,0,45
33606,233606,5,0,57
33607,233607,3,1,47
33608,233608,5,1,17
33609,233609,3,0,60
33610,233610,5,0,31
33611,233611,5,1,62
33612,233612,3,0,68
33613,233613,5,1,72
33614,233614,4,0,21
33615,233615,4,0,41
33616,233616,4,1,33
33617,233617,3,1,36
33618,233618,5,0,38
33619,233619,2,1,40
33620,233620,3,0,73
33621,233621,5,0,55
33622,233622,5,1,22
33623,233623,5,1,29
33624,233624,4,0,59
33625,233625,4,0,47
33626,233626,4,1,41
33627,233627,4,0,51
33628,233628,5,0,64
33629,233629,5,0,55
33630,233630,4,1,32
33631,233631,5,0,56
33632,233632,2,1,50
33633,233633,5,0,71
33634,233634,5,1,20
33635,233635,5,0,55
33636,233636,2,0,68
33637,233637,3,1,54
33638,233638,5,0,74
33639,233639,5,1,72
33640,233640,4,0,51
33641,233641,2,0,25
33642,233642,5,1,25
33643,233643,4,0,33
33644,233644,5,0,35
33645,233645,4,0,56
33646,233646,4,1,75
33647,233647,5,1,74
33648,233648,4,0,47
33649,233649,5,0,45
33650,233650,1,0,49
33651,233651,4,0,67
33652,233652,3,1,46
33653,233653,4,0,30
33654,233654,5,0,64
33655,233655,4,1,63
33656,233656,5,0,36
33657,233657,5,1,65
33658,233658,5,1,68
33659,233659,4,1,68
33660,233660,5,1,69
33661,233661,4,0,45
33662,233662,4,0,23
33663,233663,5,1,55
33664,233664,3,0,63
33665,233665,2,1,28
33666,233666,4,0,47
33667,233667,3,0,71
33668,233668,3,0,16
33669,233669,5,0,64
33670,233670,5,0,45
33671,233671,5,1,42
33672,233672,5,1,52
33673,233673,3,1,41
33674,233674,5,0,25
33675,233675,5,0,61
33676,233676,5,0,58
33677,233677,5,1,24
33678,233678,2,0,60
33679,233679,5,0,37
33680,233680,5,1,46
33681,233681,5,0,36
33682,233682,2,1,73
33683,233683,3,0,72
33684,233684,4,0,46
33685,233685,5,0,61
33686,233686,5,0,35
33687,233687,4,1,43
33688,233688,5,1,35
33689,233689,5,1,47
33690,233690,5,0,66
33691,233691,5,0,23
33692,233692,5,0,63
33693,233693,4,0,51
33694,233694,4,0,18
33695,233695,5,1,74
33696,233696,3,0,32
33697,233697,4,1,32
33698,233698,5,0,38
33699,233699,5,0,19
33700,233700,5,1,64
33701,233701,3,0,48
33702,233702,4,0,25
33703,233703,5,0,24
33704,233704,5,0,43
33705,233705,5,0,70
33706,233706,5,0,28
33707,233707,5,0,26
33708,233708,4,0,55
33709,233709,4,1,36
33710,233710,5,1,45
33711,233711,3,0,22
33712,233712,3,1,26
33713,233713,5,1,44
33714,233714,5,0,32
33715,233715,5,1,32
33716,233716,3,0,17
33717,233717,3,0,35
33718,233718,5,0,30
33719,233719,5,1,50
33720,233720,4,0,25
33721,233721,1,1,63
33722,233722,3,1,35
33723,233723,5,0,42
33724,233724,1,0,66
33725,233725,5,1,65
33726,233726,5,0,63
33727,233727,4,1,37
33728,233728,5,0,51
33729,233729,5,0,51
33730,233730,5,0,45
33731,233731,5,0,28
33732,233732,5,1,49
33733,233733,3,1,34
33734,233734,5,1,19
33735,233735,5,0,24
33736,233736,4,1,65
33737,233737,5,1,63
33738,233738,5,0,27
33739,233739,5,0,55
33740,233740,5,1,74
33741,233741,5,0,42
33742,233742,3,1,47
33743,233743,3,1,28
33744,233744,5,0,60
33745,233745,5,1,68
33746,233746,3,0,54
33747,233747,4,1,53
33748,233748,5,0,53
33749,233749,5,0,64
33750,233750,2,1,59
33751,233751,5,0,60
33752,233752,5,0,51
33753,233753,5,1,30
33754,233754,4,0,63
33755,233755,4,1,36
33756,233756,5,0,32
33757,233757,4,1,40
33758,233758,5,1,71
33759,233759,5,1,31
33760,233760,4,0,52
33761,233761,4,0,26
33762,233762,3,0,45
33763,233763,5,0,66
33764,233764,4,0,36
33765,233765,2,1,46
33766,233766,2,0,66
33767,233767,3,1,46
33768,233768,4,0,53
33769,233769,5,1,49
33770,233770,4,0,69
33771,233771,4,0,17
33772,233772,3,1,63
33773,233773,4,0,31
33774,233774,5,1,59
33775,233775,3,1,71
33776,233776,5,1,57
33777,233777,4,1,36
33778,233778,4,1,30
33779,233779,4,0,35
33780,233780,4,0,42
33781,233781,5,1,75
33782,233782,4,1,47
33783,233783,4,0,25
33784,233784,3,1,28
33785,233785,4,0,35
33786,233786,3,0,63
33787,233787,4,1,75
33788,233788,4,1,34
33789,233789,4,1,16
33790,233790,4,0,19
33791,233791,4,1,62
33792,233792,4,1,73
33793,233793,5,1,53
33794,233794,3,1,38
33795,233795,1,1,68
33796,233796,4,1,37
33797,233797,4,1,60
33798,233798,5,0,57
33799,233799,4,1,52
33800,233800,5,0,30
33801,233801,5,0,17
33802,233802,4,1,33
33803,233803,5,1,52
33804,233804,3,1,37
33805,233805,5,1,28
33806,233806,4,1,75
33807,233807,5,1,19
33808,233808,5,1,34
33809,233809,4,0,50
33810,233810,4,0,24
33811,233811,4,0,43
33812,233812,5,0,44
33813,233813,5,1,34
33814,233814,5,1,32
33815,233815,5,1,39
33816,233816,5,1,42
33817,233817,5,1,47
33818,233818,4,1,72
33819,233819,2,0,57
33820,233820,5,0,63
33821,233821,4,1,46
33822,233822,4,1,39
33823,233823,5,0,49
33824,233824,4,0,19
33825,233825,5,1,68
33826,233826,5,1,48
33827,233827,5,0,56
33828,233828,5,1,23
33829,233829,3,0,20
33830,233830,5,0,64
33831,233831,5,0,51
33832,233832,5,1,73
33833,233833,5,0,29
33834,233834,5,1,50
33835,233835,5,0,21
33836,233836,3,0,68
33837,233837,5,1,27
33838,233838,5,0,64
33839,233839,4,1,62
33840,233840,4,0,52
33841,233841,4,0,22
33842,233842,4,1,56
33843,233843,5,1,26
33844,233844,4,0,66
33845,233845,5,0,35
33846,233846,5,1,48
33847,233847,5,0,25
33848,233848,5,0,18
33849,233849,4,0,32
33850,233850,4,0,49
33851,233851,5,1,57
33852,233852,5,1,53
33853,233853,5,1,30
33854,233854,3,0,57
33855,233855,3,0,72
33856,233856,3,1,72
33857,233857,4,0,57
33858,233858,5,0,24
33859,233859,4,1,19
33860,233860,4,1,19
33861,233861,3,1,32
33862,233862,5,0,57
33863,233863,2,0,50
33864,233864,5,0,44
33865,233865,3,0,44
33866,233866,5,1,49
33867,233867,5,0,67
33868,233868,4,0,50
33869,233869,4,0,71
33870,233870,5,0,53
33871,233871,5,1,18
33872,233872,5,1,42
33873,233873,3,1,66
33874,233874,5,1,47
33875,233875,5,1,62
33876,233876,3,1,72
33877,233877,4,0,75
33878,233878,5,1,43
33879,233879,4,0,40
33880,233880,4,0,56
33881,233881,4,0,39
33882,233882,5,1,63
33883,233883,4,1,34
33884,233884,4,0,44
33885,233885,4,1,46
33886,233886,5,0,52
33887,233887,4,1,54
33888,233888,5,1,54
33889,233889,5,0,38
33890,233890,5,1,22
33891,233891,5,1,16
33892,233892,5,1,72
33893,233893,5,0,50
33894,233894,5,0,28
33895,233895,4,1,74
33896,233896,5,0,71
33897,233897,4,1,19
33898,233898,3,0,35
33899,233899,5,1,35
33900,233900,5,0,29
33901,233901,4,1,55
33902,233902,5,0,73
33903,233903,4,1,36
33904,233904,4,1,28
33905,233905,4,0,31
33906,233906,4,1,35
33907,233907,4,0,17
33908,233908,5,0,69
33909,233909,3,1,57
33910,233910,5,0,33
33911,233911,4,1,67
33912,233912,5,0,22
33913,233913,3,0,65
33914,233914,3,1,64
33915,233915,5,1,16
33916,233916,5,0,26
33917,233917,5,1,75
33918,233918,4,1,69
33919,233919,5,0,72
33920,233920,4,0,66
33921,233921,5,0,68
33922,233922,5,0,44
33923,233923,3,0,60
33924,233924,4,0,53
33925,233925,4,1,60
33926,233926,4,1,64
33927,233927,5,0,38
33928,233928,3,0,59
33929,233929,3,0,46
33930,233930,5,0,33
33931,233931,4,1,45
33932,233932,3,1,66
33933,233933,5,0,64
33934,233934,3,0,65
33935,233935,3,1,63
33936,233936,5,0,31
33937,233937,5,0,63
33938,233938,4,1,42
33939,233939,4,1,32
33940,233940,5,1,46
33941,233941,5,0,45
33942,233942,4,0,62
33943,233943,4,1,55
33944,233944,5,0,29
33945,233945,3,0,55
33946,233946,5,1,48
33947,233947,4,1,52
33948,233948,4,1,29
33949,233949,3,1,48
33950,233950,3,1,44
33951,233951,3,0,75
33952,233952,4,0,51
33953,233953,2,1,19
33954,233954,4,1,55
33955,233955,3,0,56
33956,233956,3,0,68
33957,233957,5,0,33
33958,233958,4,0,68
33959,233959,4,1,46
33960,233960,3,1,17
33961,233961,5,1,39
33962,233962,4,0,73
33963,233963,5,0,45
33964,233964,3,1,65
33965,233965,5,0,42
33966,233966,4,1,73
33967,233967,2,1,61
33968,233968,3,0,72
33969,233969,2,1,68
33970,233970,3,0,32
33971,233971,1,1,64
33972,233972,5,0,37
33973,233973,4,1,51
33974,233974,5,0,34
33975,233975,5,0,20
33976,233976,4,1,60
33977,233977,5,1,64
33978,233978,5,0,49
33979,233979,4,0,33
33980,233980,5,1,51
33981,233981,5,0,30
33982,233982,2,1,44
33983,233983,4,0,16
33984,233984,2,1,44
33985,233985,2,1,19
33986,233986,2,0,35
33987,233987,5,0,37
33988,233988,4,1,36
33989,233989,4,1,74
33990,233990,2,1,33
33991,233991,4,1,31
33992,233992,5,0,67
33993,233993,3,0,34
33994,233994,4,1,38
33995,233995,3,1,40
33996,233996,5,1,53
33997,233997,4,0,28
33998,233998,3,0,62
33999,233999,4,1,31
34000,234000,5,0,53
34001,234001,4,1,66
34002,234002,3,0,29
34003,234003,4,1,19
34004,234004,5,0,45
34005,234005,3,0,75
34006,234006,3,1,61
34007,234007,5,1,42
34008,234008,4,0,22
34009,234009,5,0,59
34010,234010,4,1,49
34011,234011,5,1,55
34012,234012,4,0,16
34013,234013,5,1,41
34014,234014,4,1,40
34015,234015,2,1,19
34016,234016,4,0,55
34017,234017,5,0,38
34018,234018,4,0,34
34019,234019,4,0,29
34020,234020,3,0,41
34021,234021,4,0,70
34022,234022,4,0,18
34023,234023,5,0,74
34024,234024,4,1,16
34025,234025,4,1,70
34026,234026,4,0,19
34027,234027,5,1,18
34028,234028,5,0,63
34029,234029,5,0,63
34030,234030,5,0,75
34031,234031,4,1,18
34032,234032,5,1,36
34033,234033,4,0,26
34034,234034,4,0,28
34035,234035,5,0,43
34036,234036,4,1,73
34037,234037,5,0,75
34038,234038,4,0,67
34039,234039,3,0,43
34040,234040,4,0,62
34041,234041,4,0,31
34042,234042,4,0,63
34043,234043,5,1,59
34044,234044,5,0,69
34045,234045,5,0,34
34046,234046,5,1,75
34047,234047,3,1,16
34048,234048,4,0,33
34049,234049,5,0,17
34050,234050,4,1,70
34051,234051,4,1,59
34052,234052,3,1,30
34053,234053,3,0,70
34054,234054,4,1,24
34055,234055,5,1,32
34056,234056,5,1,33
34057,234057,4,0,52
34058,234058,4,1,61
34059,234059,5,0,68
34060,234060,2,1,17
34061,234061,4,1,42
34062,234062,4,1,70
34063,234063,3,0,64
34064,234064,5,1,21
34065,234065,5,1,48
34066,234066,5,1,73
34067,234067,5,0,48
34068,234068,5,1,63
34069,234069,3,1,28
34070,234070,4,0,55
34071,234071,4,1,55
34072,234072,4,1,46
34073,234073,1,1,67
34074,234074,4,0,29
34075,234075,4,1,73
34076,234076,3,0,74
34077,234077,4,1,50
34078,234078,5,1,17
34079,234079,5,0,52
34080,234080,4,0,24
34081,234081,5,1,50
34082,234082,3,0,71
34083,234083,4,0,45
34084,234084,5,1,75
34085,234085,5,1,53
34086,234086,5,0,57
34087,234087,4,0,59
34088,234088,5,0,58
34089,234089,5,0,24
34090,234090,5,0,30
34091,234091,2,1,19
34092,234092,5,0,63
34093,234093,5,1,49
34094,234094,4,0,48
34095,234095,4,0,67
34096,234096,3,1,21
34097,234097,5,0,51
34098,234098,4,0,74
34099,234099,5,1,31
34100,234100,4,0,63
34101,234101,4,0,29
34102,234102,4,1,41
34103,234103,4,1,44
34104,234104,4,1,20
34105,234105,3,0,62
34106,234106,4,1,72
34107,234107,3,0,58
34108,234108,5,1,21
34109,234109,2,0,60
34110,234110,4,1,65
34111,234111,5,0,16
34112,234112,4,0,19
34113,234113,5,0,69
34114,234114,3,1,31
34115,234115,4,0,68
34116,234116,5,0,20
34117,234117,5,0,57
34118,234118,5,1,52
34119,234119,3,1,40
34120,234120,4,1,45
34121,234121,4,1,25
34122,234122,4,1,30
34123,234123,3,0,34
34124,234124,3,0,71
34125,234125,4,1,28
34126,234126,5,1,27
34127,234127,5,0,34
34128,234128,5,1,57
34129,234129,4,0,75
34130,234130,3,0,27
34131,234131,4,0,49
34132,234132,5,1,48
34133,234133,4,1,26
34134,234134,5,0,19
34135,234135,3,1,23
34136,234136,5,0,26
34137,234137,4,1,45
34138,234138,5,0,47
34139,234139,4,0,64
34140,234140,5,0,43
34141,234141,4,1,69
34142,234142,4,1,56
34143,234143,3,0,57
34144,234144,5,0,64
34145,234145,4,0,23
34146,234146,5,0,36
34147,234147,5,1,34
34148,234148,5,1,71
34149,234149,3,1,72
34150,234150,5,1,55
34151,234151,5,1,55
34152,234152,5,1,53
34153,234153,4,1,50
34154,234154,5,1,73
34155,234155,5,0,64
34156,234156,3,1,44
34157,234157,3,1,23
34158,234158,5,1,74
34159,234159,4,1,19
34160,234160,5,1,50
34161,234161,5,0,62
34162,234162,5,0,41
34163,234163,4,0,74
34164,234164,3,0,19
34165,234165,4,1,36
34166,234166,3,1,39
34167,234167,5,1,31
34168,234168,4,1,33
34169,234169,3,1,31
34170,234170,3,0,70
34171,234171,4,0,53
34172,234172,3,0,67
34173,234173,5,1,44
34174,234174,3,1,23
34175,234175,5,1,62
34176,234176,4,1,48
34177,234177,3,0,34
34178,234178,3,1,61
34179,234179,3,0,62
34180,234180,5,0,37
34181,234181,5,1,39
34182,234182,5,1,44
34183,234183,5,1,74
34184,234184,5,1,42
34185,234185,4,1,69
34186,234186,5,0,39
34187,234187,4,0,63
34188,234188,5,0,42
34189,234189,5,1,57
34190,234190,4,0,58
34191,234191,4,0,45
34192,234192,4,1,32
34193,234193,4,1,21
34194,234194,4,0,47
34195,234195,4,1,24
34196,234196,5,0,38
34197,234197,2,1,38
34198,234198,4,0,58
34199,234199,5,1,45
34200,234200,5,0,73
34201,234201,4,1,46
34202,234202,4,1,50
34203,234203,3,0,36
34204,234204,5,1,25
34205,234205,5,1,17
34206,234206,3,0,52
34207,234207,5,1,18
34208,234208,4,0,67
34209,234209,4,1,19
34210,234210,4,1,24
34211,234211,5,1,27
34212,234212,5,0,68
34213,234213,3,0,16
34214,234214,5,1,73
34215,234215,3,1,34
34216,234216,4,0,48
34217,234217,3,0,40
34218,234218,5,0,74
34219,234219,4,0,74
34220,234220,4,1,32
34221,234221,4,0,29
34222,234222,5,0,62
34223,234223,3,0,20
34224,234224,5,1,75
34225,234225,4,1,32
34226,234226,4,0,73
34227,234227,5,0,36
34228,234228,5,1,16
34229,234229,5,1,26
34230,234230,3,0,60
34231,234231,5,1,27
34232,234232,3,0,55
34233,234233,4,0,36
34234,234234,4,1,18
34235,234235,4,0,71
34236,234236,4,1,73
34237,234237,5,1,67
34238,234238,5,0,48
34239,234239,4,0,62
34240,234240,5,0,33
34241,234241,3,1,62
34242,234242,5,1,64
34243,234243,5,1,74
34244,234244,5,0,69
34245,234245,5,1,32
34246,234246,4,1,52
34247,234247,5,0,24
34248,234248,5,1,22
34249,234249,5,1,26
34250,234250,5,0,51
34251,234251,4,0,30
34252,234252,5,1,17
34253,234253,4,0,47
34254,234254,5,1,28
34255,234255,4,0,62
34256,234256,5,1,56
34257,234257,4,1,58
34258,234258,4,0,72
34259,234259,5,0,30
34260,234260,5,1,74
34261,234261,4,1,58
34262,234262,3,0,28
34263,234263,4,1,27
34264,234264,5,1,20
34265,234265,4,0,52
34266,234266,4,0,60
34267,234267,5,0,20
34268,234268,5,0,49
34269,234269,5,1,40
34270,234270,4,1,21
34271,234271,5,0,39
34272,234272,4,1,30
34273,234273,5,0,46
34274,234274,5,0,35
34275,234275,3,1,28
34276,234276,4,0,21
34277,234277,5,1,49
34278,234278,3,1,60
34279,234279,4,1,26
34280,234280,5,0,66
34281,234281,5,0,26
34282,234282,5,0,45
34283,234283,4,1,60
34284,234284,5,0,41
34285,234285,4,0,50
34286,234286,4,0,46
34287,234287,4,1,66
34288,234288,5,1,75
34289,234289,5,1,41
34290,234290,5,1,68
34291,234291,5,1,28
34292,234292,5,1,70
34293,234293,4,0,41
34294,234294,3,0,18
34295,234295,4,1,75
34296,234296,4,0,18
34297,234297,5,0,73
34298,234298,4,1,46
34299,234299,4,1,71
34300,234300,4,0,25
34301,234301,5,1,49
34302,234302,5,0,50
34303,234303,5,1,29
34304,234304,4,1,65
34305,234305,5,0,25
34306,234306,5,0,71
34307,234307,3,0,44
34308,234308,4,0,56
34309,234309,5,0,16
34310,234310,4,1,17
34311,234311,3,0,41
34312,234312,3,1,60
34313,234313,3,1,23
34314,234314,5,1,27
34315,234315,5,0,22
34316,234316,3,1,66
34317,234317,5,1,49
34318,234318,3,1,65
34319,234319,3,0,16
34320,234320,4,0,49
34321,234321,5,1,23
34322,234322,4,1,64
34323,234323,3,0,62
34324,234324,5,0,22
34325,234325,5,1,26
34326,234326,3,0,28
34327,234327,5,0,39
34328,234328,4,1,47
34329,234329,3,0,28
34330,234330,5,0,70
34331,234331,4,0,30
34332,234332,4,1,45
34333,234333,4,0,54
34334,234334,5,1,26
34335,234335,5,1,55
34336,234336,5,1,47
34337,234337,4,0,23
34338,234338,5,1,48
34339,234339,5,0,47
34340,234340,4,0,31
34341,234341,5,1,38
34342,234342,4,0,58
34343,234343,5,0,67
34344,234344,5,0,41
34345,234345,3,0,71
34346,234346,4,0,69
34347,234347,4,1,75
34348,234348,3,1,51
34349,234349,5,1,28
34350,234350,5,1,16
34351,234351,5,0,23
34352,234352,5,0,62
34353,234353,5,0,74
34354,234354,5,0,52
34355,234355,3,0,55
34356,234356,5,1,69
34357,234357,4,0,24
34358,234358,3,0,72
34359,234359,3,0,31
34360,234360,4,1,30
34361,234361,4,0,39
34362,234362,5,1,52
34363,234363,4,0,31
34364,234364,5,1,47
34365,234365,5,0,63
34366,234366,5,0,56
34367,234367,5,1,60
34368,234368,5,1,26
34369,234369,4,0,54
34370,234370,5,0,37
34371,234371,4,0,32
34372,234372,2,0,16
34373,234373,4,1,57
34374,234374,5,1,64
34375,234375,4,1,34
34376,234376,5,0,67
34377,234377,5,1,43
34378,234378,4,1,48
34379,234379,5,1,74
34380,234380,5,1,40
34381,234381,5,1,58
34382,234382,5,0,73
34383,234383,4,1,51
34384,234384,4,1,28
34385,234385,4,0,54
34386,234386,5,0,55
34387,234387,4,1,48
34388,234388,3,1,48
34389,234389,4,0,38
34390,234390,3,1,68
34391,234391,3,1,59
34392,234392,3,0,19
34393,234393,4,1,40
34394,234394,4,0,41
34395,234395,4,1,56
34396,234396,3,0,73
34397,234397,4,0,69
34398,234398,5,1,70
34399,234399,4,1,54
34400,234400,3,1,20
34401,234401,5,0,71
34402,234402,5,1,18
34403,234403,5,1,28
34404,234404,4,1,28
34405,234405,5,0,35
34406,234406,3,0,68
34407,234407,4,1,54
34408,234408,5,1,60
34409,234409,5,0,75
34410,234410,4,0,41
34411,234411,3,0,61
34412,234412,3,0,53
34413,234413,5,0,48
34414,234414,4,0,61
34415,234415,2,0,50
34416,234416,5,1,57
34417,234417,4,1,48
34418,234418,5,1,71
34419,234419,3,0,32
34420,234420,4,0,36
34421,234421,5,1,55
34422,234422,4,0,30
34423,234423,4,0,57
34424,234424,5,1,53
34425,234425,3,0,25
34426,234426,5,1,24
34427,234427,5,1,37
34428,234428,3,1,31
34429,234429,4,0,46
34430,234430,5,0,73
34431,234431,5,0,36
34432,234432,5,1,47
34433,234433,2,0,32
34434,234434,5,0,21
34435,234435,5,0,47
34436,234436,5,0,43
34437,234437,2,0,44
34438,234438,4,1,59
34439,234439,2,0,53
34440,234440,5,1,38
34441,234441,4,0,71
34442,234442,2,1,75
34443,234443,5,1,65
34444,234444,3,1,35
34445,234445,5,1,52
34446,234446,5,0,51
34447,234447,5,0,68
34448,234448,4,1,37
34449,234449,4,0,23
34450,234450,5,0,30
34451,234451,3,1,50
34452,234452,3,1,55
34453,234453,5,0,51
34454,234454,4,0,65
34455,234455,4,1,59
34456,234456,5,0,67
34457,234457,4,0,61
34458,234458,4,1,54
34459,234459,5,0,72
34460,234460,5,0,40
34461,234461,5,1,31
34462,234462,4,1,73
34463,234463,3,1,32
34464,234464,5,0,73
34465,234465,5,1,31
34466,234466,5,0,34
34467,234467,4,1,72
34468,234468,3,0,31
34469,234469,5,0,18
34470,234470,4,1,34
34471,234471,5,1,40
34472,234472,4,0,35
34473,234473,5,1,70
34474,234474,5,1,46
34475,234475,4,0,46
34476,234476,4,1,41
34477,234477,3,0,47
34478,234478,5,1,42
34479,234479,5,1,38
34480,234480,4,1,33
34481,234481,3,1,41
34482,234482,1,0,49
34483,234483,5,0,34
34484,234484,2,0,34
34485,234485,2,1,17
34486,234486,5,0,49
34487,234487,3,0,68
34488,234488,4,1,48
34489,234489,5,1,49
34490,234490,3,1,59
34491,234491,4,0,22
34492,234492,3,0,70
34493,234493,5,1,71
34494,234494,5,1,64
34495,234495,4,1,18
34496,234496,5,1,70
34497,234497,3,0,70
34498,234498,5,0,62
34499,234499,4,1,71
34500,234500,5,0,25
34501,234501,4,0,74
34502,234502,5,0,19
34503,234503,4,0,22
34504,234504,4,0,48
34505,234505,3,1,54
34506,234506,5,0,53
34507,234507,5,1,33
34508,234508,5,1,73
34509,234509,5,1,58
34510,234510,4,1,48
34511,234511,4,0,29
34512,234512,5,0,55
34513,234513,5,1,47
34514,234514,5,1,39
34515,234515,4,0,40
34516,234516,3,1,20
34517,234517,4,0,66
34518,234518,3,0,70
34519,234519,4,0,73
34520,234520,5,0,63
34521,234521,4,1,24
34522,234522,4,0,17
34523,234523,4,1,38
34524,234524,5,0,67
34525,234525,5,1,39
34526,234526,5,0,32
34527,234527,5,1,74
34528,234528,5,1,46
34529,234529,4,1,55
34530,234530,3,1,61
34531,234531,5,0,55
